 0.01000  2.77764E-16  1.13034E-18 -2.77842E-16 -1.05387E-18  9.94310E-03 -1.20963E-16 -6.00596E-03 -2.58580E-03 -9.94310E-03 -1.21092E-16  6.00593E-03 -2.58579E-03 -1.00515E-02 -1.06209E-16  1.00515E-02 -1.16065E-16
 0.03204  2.01672E-15  2.58077E-12  2.89255E-15 -1.48076E-12  3.14740E-02 -4.07409E-16 -1.92413E-02 -8.28414E-03 -3.14740E-02 -4.07784E-16  1.92413E-02 -8.28415E-03 -3.25864E-02 -3.57317E-16  3.25864E-02 -3.57325E-16
 0.05407  6.12748E-14  4.62773E-11 -6.15858E-14 -4.80119E-11  5.24840E-02 -7.28191E-16 -3.24768E-02 -1.39825E-02 -5.24840E-02 -7.28189E-16  3.24767E-02 -1.39825E-02 -5.56537E-02 -5.83107E-16  5.56537E-02 -5.83114E-16
 0.07611  1.34859E-14  1.07493E-17 -1.34859E-14 -1.79858E-17  7.29766E-02 -9.24344E-12 -4.57120E-02 -1.96808E-02 -7.29766E-02  5.23997E-11  4.57120E-02 -1.96808E-02 -7.92577E-02  1.27751E-11  7.92577E-02  1.51799E-11
 0.09815 -4.19450E-14 -1.10923E-17  4.19449E-14  3.34219E-17  9.29545E-02 -6.26164E-12 -5.89474E-02 -2.53792E-02 -9.29545E-02 -1.48966E-15  5.89474E-02 -2.53792E-02 -1.03403E-01  1.32457E-11  1.03403E-01  1.57252E-11
 0.12019 -5.06333E-14  5.55266E-17  5.06321E-14 -2.24744E-16  1.12421E-01 -8.05264E-12 -7.21827E-02 -3.10775E-02 -1.12421E-01 -1.95994E-15  7.21827E-02 -3.10775E-02 -1.28095E-01  1.57726E-11  1.28095E-01  1.87134E-11
 0.14222 -1.18830E-14  2.89357E-15  1.02558E-14 -5.30469E-16  1.31378E-01 -4.87142E-12 -8.54181E-02 -3.67758E-02 -1.31378E-01  1.87078E-11  8.54181E-02 -3.67758E-02 -1.53338E-01  1.14654E-11  1.53338E-01  1.35987E-11
 0.16426  2.88548E-14  3.65875E-14 -3.63012E-14 -2.70452E-15  1.49827E-01 -4.34313E-12 -9.86534E-02 -4.24742E-02 -1.49827E-01  1.50509E-11  9.86534E-02 -4.24742E-02 -1.79137E-01  1.53324E-11  1.79137E-01  1.81848E-11
 0.18630  1.04606E-14  4.61809E-14 -3.36755E-14 -6.13886E-14  1.67771E-01 -3.17614E-12 -1.11889E-01 -4.81725E-02 -1.67771E-01  1.00239E-11  1.11889E-01 -4.81725E-02 -2.05498E-01  1.44826E-11  2.05498E-01  1.71824E-11
 0.20833 -3.31155E-14  6.55049E-15  1.38734E-14 -3.57969E-14  1.85208E-01 -1.87841E-12 -1.25124E-01 -5.38709E-02 -1.85208E-01  5.43656E-12  1.25124E-01 -5.38709E-02 -2.32426E-01  1.45461E-11  2.32426E-01  1.72697E-11
 0.23037 -4.22128E-14 -8.96420E-15  3.50278E-14  7.35322E-14  2.02141E-01 -4.05714E-13 -1.38360E-01 -5.95692E-02 -2.02141E-01  1.06933E-12  1.38360E-01 -5.95692E-02 -2.59927E-01  1.45264E-11  2.59927E-01  1.72659E-11
