 0.01000  3.43064E-16  1.54123E-18 -3.43170E-16 -1.43786E-18 -6.33777E-03 -8.39375E-14  6.38662E-03 -7.86230E-12 -6.38662E-03  6.32887E-14  6.33777E-03  5.26171E-15 -1.01236E-02 -4.14625E-04  1.01236E-02 -4.14625E-04
 0.03204  5.57717E-14  7.00681E-11  9.48643E-13 -9.66424E-11 -2.01316E-02 -7.67893E-15  2.01316E-02 -1.07424E-13 -2.06330E-02 -1.77218E-15  2.06330E-02  7.04547E-13 -3.24331E-02 -1.32834E-03  3.24331E-02 -1.32834E-03
 0.05407  2.00339E-14  1.31439E-11 -1.96417E-14 -1.30660E-11 -3.36875E-02 -2.84876E-15  3.36875E-02 -4.96509E-15 -3.51161E-02 -2.23707E-15  3.51161E-02 -2.37382E-15 -5.47426E-02 -2.24205E-03  5.47426E-02 -2.24205E-03
 0.07611 -2.44092E-14  8.68910E-18  2.44092E-14 -1.07341E-17 -4.70046E-02 -3.81123E-15  4.70046E-02 -3.84814E-15 -4.98353E-02 -2.97237E-15  4.98353E-02  1.36979E-11 -7.70522E-02 -3.15576E-03  7.70522E-02 -3.15576E-03
 0.09815 -2.22631E-19  1.96664E-14  2.38935E-19 -1.96655E-14 -6.00816E-02 -5.30884E-15  6.00816E-02 -5.27106E-15 -6.47906E-02 -3.66616E-15  6.47906E-02 -3.66924E-15 -9.93617E-02 -4.06947E-03  9.93617E-02 -4.06947E-03
 0.12019  1.59431E-18  5.08033E-14 -6.89008E-18 -5.00410E-14 -7.29180E-02 -6.79991E-15  7.29180E-02 -6.79040E-15 -7.99825E-02  3.49226E-12  7.99825E-02  3.98696E-12 -1.21671E-01 -4.98318E-03  1.21671E-01 -4.98318E-03
 0.14222 -5.16598E-14  1.77589E-14  1.13370E-14 -2.73575E-14 -8.55124E-02 -8.21330E-15  8.55124E-02 -8.20444E-15 -9.54100E-02 -4.83263E-15  9.54100E-02 -4.82504E-15 -1.43981E-01 -5.89690E-03  1.43981E-01 -5.89690E-03
 0.16426 -2.48240E-14 -6.18890E-14  1.05753E-14  2.95607E-15 -9.78634E-02 -9.87326E-15  9.78634E-02 -9.89793E-15 -1.11074E-01  2.42082E-12  1.11074E-01  2.74608E-12 -1.66290E-01 -6.81061E-03  1.66290E-01 -6.81061E-03
 0.18630  2.81564E-14 -6.54146E-15 -1.29071E-15  3.30433E-14 -1.09969E-01 -1.15148E-14  1.09969E-01 -1.15479E-14 -1.26973E-01  6.81061E-13  1.26973E-01  7.70582E-13 -1.88600E-01 -7.72432E-03  1.88600E-01 -7.72432E-03
 0.20833  7.91000E-15  4.72907E-14 -2.45482E-14  3.21218E-14 -1.21829E-01 -1.33319E-14  1.21829E-01 -1.33530E-14 -1.43110E-01  1.06984E-12  1.43110E-01  1.20652E-12 -2.10909E-01 -8.63803E-03  2.10909E-01 -8.63803E-03
 0.23037 -7.25257E-15  4.88794E-14 -5.71388E-14 -1.64835E-14 -1.33439E-01 -1.51798E-14  1.33439E-01 -1.51969E-14 -1.59482E-01  1.44927E-12  1.59482E-01  1.62905E-12 -2.33219E-01 -9.55175E-03  2.33219E-01 -9.55175E-03
 0.25241 -1.64161E-14 -7.83544E-15 -3.41570E-14 -1.00539E-13 -1.44798E-01 -1.71232E-14  1.44798E-01 -1.71376E-14 -1.76092E-01  1.81946E-12  1.76092E-01  2.03887E-12 -2.55528E-01 -1.04655E-02  2.55528E-01 -1.04655E-02
 0.27444 -7.71502E-15 -9.48261E-14  1.00477E-14 -5.15944E-14 -1.55902E-01 -1.91502E-14  1.55902E-01 -1.91337E-14 -1.92939E-01  2.18069E-12  1.92939E-01  2.43636E-12 -2.77838E-01 -1.13792E-02  2.77838E-01 -1.13792E-02
 0.29648  1.12434E-13 -1.27281E-13  2.82370E-14  8.70358E-14 -1.66750E-01 -2.12346E-14  1.66750E-01 -2.12147E-14 -2.10024E-01  2.53319E-12  2.10024E-01  2.82175E-12 -3.00147E-01 -1.22929E-02  3.00147E-01 -1.22929E-02
 0.31852  1.69883E-13 -2.44258E-14 -2.65079E-13  1.22277E-13 -1.77336E-01 -2.34616E-14  1.77336E-01 -2.34709E-14 -2.27347E-01  2.87683E-12  2.27347E-01  3.19529E-12 -3.22457E-01 -1.32066E-02  3.22457E-01 -1.32066E-02
