 0.01000  6.78243E-20  2.49406E-15 -2.57922E-19 -2.49387E-15  5.34142E-06  4.35765E-03 -5.34142E-06  4.35765E-03  5.34142E-06 -4.35765E-03  1.25799E-02 -1.91993E-04          NaN          NaN          NaN          NaN
 0.10241  4.25314E-15  1.98039E-12 -4.07511E-15 -1.93376E-12  5.60694E-04  4.45837E-02 -5.60694E-04  4.45837E-02  5.60694E-04 -4.45837E-02  1.28828E-01 -1.96616E-03          NaN          NaN          NaN          NaN
 0.19481  1.06645E-14  5.71257E-12 -1.08667E-14 -5.80300E-12  2.03436E-03  8.46018E-02 -2.03436E-03  8.46018E-02 -2.03436E-03 -8.46018E-02  2.45075E-01 -3.74032E-03          NaN          NaN          NaN          NaN
 0.28722  1.74530E-17  3.37599E-13 -7.62763E-17 -2.99642E-13  4.44178E-03  1.24218E-01 -4.44178E-03  1.24218E-01 -4.44178E-03 -1.24218E-01  3.61323E-01 -5.51448E-03          NaN          NaN          NaN          NaN
 0.37963 -1.77134E-17 -3.44268E-13  8.17704E-17  3.07820E-13  7.81246E-03  1.63225E-01 -7.81246E-03  1.63225E-01 -7.81246E-03 -1.63225E-01  4.77570E-01 -7.28863E-03          NaN          NaN          NaN          NaN
 0.47204  3.99496E-16  7.15816E-13 -3.72598E-16 -5.88574E-13  1.21986E-02  2.01396E-01 -1.21986E-02  2.01396E-01 -1.21986E-02 -2.01396E-01  5.93818E-01 -9.06279E-03          NaN          NaN          NaN          NaN
 0.56444  6.95074E-13  1.50042E-13 -5.47323E-13 -5.31087E-14  1.76925E-02  2.38482E-01 -1.76925E-02  2.38482E-01 -1.76921E-02 -2.38482E-01  7.10065E-01 -1.08369E-02          NaN          NaN          NaN          NaN
 0.65685  1.18750E-12 -3.72628E-13 -2.58454E-13  5.68231E-13  2.44571E-02  2.74213E-01 -2.44571E-02  2.74213E-01 -2.44339E-02 -2.74245E-01  8.26312E-01 -1.26111E-02          NaN          NaN          NaN          NaN
 0.74926  6.87596E-13 -9.40812E-13  2.61481E-13  2.63435E-13  3.27573E-02  3.08344E-01 -3.27573E-02  3.08344E-01 -3.31406E-02 -3.09066E-01  9.42559E-01 -1.43852E-02          NaN          NaN          NaN          NaN
 0.84167 -3.92131E-13 -1.16489E-12  3.53644E-13 -5.08375E-13  4.29493E-02  3.40723E-01 -4.29493E-02  3.40723E-01 -4.98194E-02 -3.41591E-01  1.05881E+00 -1.61594E-02          NaN          NaN          NaN          NaN
 0.93407 -1.13217E-12 -2.70636E-13  7.94423E-13 -1.47430E-12  5.54147E-02  3.71332E-01 -5.54147E-02  3.71332E-01 -7.06974E-02 -3.48887E-01  1.17505E+00 -1.79335E-02          NaN          NaN          NaN          NaN
 1.02648 -8.68234E-13  1.51413E-12  1.84068E-12 -1.28259E-12  7.04883E-02  4.00275E-01 -7.04883E-02  4.00275E-01 -6.31594E-02 -3.49271E-01  1.29130E+00 -1.97076E-02          NaN          NaN          NaN          NaN
 1.11889  1.12818E-13  2.20998E-12  1.66786E-12 -2.36482E-13  8.95352E-02  4.29459E-01 -8.95352E-02  4.29459E-01 -4.60045E-02 -3.61042E-01  1.40754E+00 -2.14817E-02          NaN          NaN          NaN          NaN
 1.21130  1.22289E-12  1.71612E-12  1.30586E-14  1.70833E-12  1.10917E-01  4.56056E-01 -1.10917E-01  4.56056E-01 -2.47480E-02 -3.78884E-01  1.52379E+00 -2.32558E-02          NaN          NaN          NaN          NaN
 1.30370  1.83156E-12  1.81774E-14 -7.44788E-13  6.85733E-13  1.35512E-01  4.81618E-01 -1.35512E-01  4.81618E-01  1.88153E-03 -4.01337E-01  1.64004E+00 -2.50299E-02          NaN          NaN          NaN          NaN
