  0.01000000    0.3678373276E+00   -0.8637584544E-20
  0.06537037    0.3713943730E+00   -0.7655433973E-07
  0.12074074    0.3800215669E+00   -0.7894855768E-04
  0.17611111    0.3929978381E+00   -0.4609700018E-03
  0.23148148    0.4092093769E+00   -0.9913358526E-03
  0.28685185    0.4273544611E+00   -0.8914976586E-03
  0.34222222    0.4474603863E+00    0.1817710522E-02
  0.39759259    0.4719460536E+00    0.7395855864E-02
  0.45296296    0.5018560733E+00    0.1315998435E-01
  0.50833333    0.5355876623E+00    0.1699457209E-01
  0.56370370    0.5712188754E+00    0.1858650191E-01
  0.61907407    0.6075644240E+00    0.1841517750E-01
  0.67444444    0.6440446862E+00    0.1705673477E-01
  0.72981481    0.6804172640E+00    0.1497784452E-01
  0.78518519    0.7166072809E+00    0.1251356170E-01
  0.84055556    0.7526176398E+00    0.9891153667E-02
  0.89592593    0.7884835288E+00    0.7258754830E-02
  0.95129630    0.8242501991E+00    0.4709004327E-02
  1.00666667    0.8599618773E+00    0.2296652619E-02
  1.06203704    0.8956586777E+00    0.5096994886E-04
  1.11740741    0.9313731687E+00   -0.2015409483E-02
  1.17277778    0.9671314849E+00   -0.3900616033E-02
  1.22814815    0.1002953708E+01   -0.5609450072E-02
  1.28351852    0.1038854746E+01   -0.7150664745E-02
  1.33888889    0.1074845212E+01   -0.8535151074E-02
  1.39425926    0.1110932245E+01   -0.9774754581E-02
  1.44962963    0.1147120251E+01   -0.1088150062E-01
  1.50500000    0.1183411473E+01   -0.1186713601E-01
  1.56037037    0.1219806511E+01   -0.1274283336E-01
  1.61574074    0.1256304693E+01   -0.1351905057E-01
  1.67111111    0.1292903906E+01   -0.1420551300E-01
  1.72648148    0.1329602748E+01   -0.1481097497E-01
  1.78185185    0.1366398060E+01   -0.1534354068E-01
  1.83722222    0.1403286743E+01   -0.1581051812E-01
  1.89259259    0.1440265489E+01   -0.1621851268E-01
  1.94796296    0.1477330873E+01   -0.1657347872E-01
  2.00333333    0.1514479422E+01   -0.1688077521E-01
  2.05870370    0.1551707669E+01   -0.1714522090E-01
  2.11407407    0.1589012011E+01   -0.1737117621E-01
  2.16944444    0.1626389411E+01   -0.1756247993E-01
  2.22481481    0.1663836478E+01   -0.1772264624E-01
  2.28018519    0.1701350067E+01   -0.1785481151E-01
  2.33555556    0.1738927151E+01   -0.1796179407E-01
  2.39092593    0.1776564828E+01   -0.1804612653E-01
  2.44629630    0.1814260320E+01   -0.1811008564E-01
  2.50166667    0.1852010976E+01   -0.1815572014E-01
  2.55703704    0.1889814271E+01   -0.1818487328E-01
  2.61240741    0.1927667752E+01   -0.1819921755E-01
  2.66777778    0.1965569161E+01   -0.1820024118E-01
  2.72314815    0.2003516387E+01   -0.1818928173E-01
  2.77851852    0.2041507324E+01   -0.1816756609E-01
  2.83388889    0.2079540018E+01   -0.1813619307E-01
  2.88925926    0.2117612612E+01   -0.1809615594E-01
  2.94462963    0.2155723349E+01   -0.1804835212E-01
