  0.01000000    0.3678425587E+00   -0.9041902188E-20
  0.06537037    0.3716242081E+00   -0.3464132851E-07
  0.12074074    0.3808924730E+00   -0.1095635000E-03
  0.17611111    0.3949283814E+00   -0.8183943912E-03
  0.23148148    0.4124520310E+00   -0.1986956956E-02
  0.28685185    0.4323754635E+00   -0.3140161994E-02
  0.34222222    0.4539740982E+00   -0.3168080117E-02
  0.39759259    0.4780499029E+00   -0.1039936832E-02
  0.45296296    0.5059264681E+00    0.2470021942E-02
  0.50833333    0.5375039020E+00    0.5614488292E-02
  0.56370370    0.5715748684E+00    0.7381452870E-02
  0.61907407    0.6069531116E+00    0.7671724907E-02
  0.67444444    0.6428721421E+00    0.6792329872E-02
  0.72981481    0.6789232017E+00    0.5120310563E-02
  0.78518519    0.7149201185E+00    0.2978310223E-02
  0.84055556    0.7507996906E+00    0.6083185074E-03
  0.89592593    0.7865611180E+00   -0.1820972423E-02
  0.95129630    0.8222319151E+00   -0.4198535548E-02
  1.00666667    0.8578492569E+00   -0.6455717296E-02
  1.06203704    0.8934507243E+00   -0.8553703871E-02
  1.11740741    0.9290692895E+00   -0.1047397639E-01
  1.17277778    0.9647335557E+00   -0.1221143809E-01
  1.22814815    0.1000465032E+01   -0.1376944391E-01
  1.28351852    0.1036280235E+01   -0.1515645813E-01
  1.33888889    0.1072190913E+01   -0.1638377411E-01
  1.39425926    0.1108204995E+01   -0.1746400333E-01
  1.44962963    0.1144327328E+01   -0.1841008524E-01
  1.50500000    0.1180560300E+01   -0.1923470305E-01
  1.56037037    0.1216904225E+01   -0.1994992666E-01
  1.61574074    0.1253358197E+01   -0.2056695350E-01
  1.67111111    0.1289920696E+01   -0.2109616496E-01
  1.72648148    0.1326588774E+01   -0.2154695716E-01
  1.78185185    0.1363359223E+01   -0.2192783646E-01
  1.83722222    0.1400228479E+01   -0.2224646277E-01
  1.89259259    0.1437192769E+01   -0.2250970312E-01
  1.94796296    0.1474248232E+01   -0.2272369732E-01
  2.00333333    0.1511390958E+01   -0.2289392636E-01
  2.05870370    0.1548616530E+01   -0.2302530587E-01
  2.11407407    0.1585922074E+01   -0.2312215382E-01
  2.16944444    0.1623303486E+01   -0.2318836518E-01
  2.22481481    0.1660757192E+01   -0.2322739376E-01
  2.28018519    0.1698279750E+01   -0.2324232174E-01
  2.33555556    0.1735867871E+01   -0.2323588457E-01
  2.39092593    0.1773518412E+01   -0.2321052633E-01
  2.44629630    0.1811228014E+01   -0.2316845471E-01
  2.50166667    0.1848994443E+01   -0.2311156512E-01
  2.55703704    0.1886814720E+01   -0.2304161024E-01
  2.61240741    0.1924686282E+01   -0.2296013756E-01
  2.66777778    0.1962606695E+01   -0.2286852830E-01
  2.72314815    0.2000573661E+01   -0.2276801749E-01
  2.77851852    0.2038584903E+01   -0.2265973331E-01
  2.83388889    0.2076638414E+01   -0.2254462049E-01
  2.88925926    0.2114732374E+01   -0.2242358759E-01
  2.94462963    0.2152864846E+01   -0.2229742405E-01
