  0.01000000    0.3678327260E+00   -0.8931126023E-20
  0.06537037    0.3711883923E+00   -0.5344965073E-17
  0.12074074    0.3792249911E+00    0.1325847393E-13
  0.17611111    0.3913255710E+00    0.2541091891E-06
  0.23148148    0.4063752957E+00    0.1063492325E-03
  0.28685185    0.4229338474E+00    0.1754719412E-02
  0.34222222    0.4425052175E+00    0.7492212844E-02
  0.39759259    0.4686158568E+00    0.1568248785E-01
  0.45296296    0.5007580320E+00    0.2227364462E-01
  0.50833333    0.5360990061E+00    0.2583944118E-01
  0.56370370    0.5726526226E+00    0.2684489214E-01
  0.61907407    0.6094728578E+00    0.2609872755E-01
  0.67444444    0.6461784401E+00    0.2426713292E-01
  0.72981481    0.6826490655E+00    0.2182028266E-01
  0.78518519    0.7188780155E+00    0.1907218411E-01
  0.84055556    0.7549038937E+00    0.1622632356E-01
  0.89592593    0.7907793249E+00    0.1341098764E-01
  0.95129630    0.8265569706E+00    0.1070413391E-01
  1.00666667    0.8622837627E+00    0.8150369965E-02
  1.06203704    0.8979990402E+00    0.5772418257E-02
  1.11740741    0.9337344902E+00    0.3578825021E-02
  1.17277778    0.9695148626E+00    0.1569131789E-02
  1.22814815    0.1005358952E+01   -0.2626645566E-03
  1.28351852    0.1041280606E+01   -0.1925806735E-02
  1.33888889    0.1077289652E+01   -0.3431252522E-02
  1.39425926    0.1113392699E+01   -0.4790677828E-02
  1.44962963    0.1149593820E+01   -0.6015836437E-02
  1.50500000    0.1185895106E+01   -0.7118160337E-02
  1.56037037    0.1222297123E+01   -0.8108521701E-02
  1.61574074    0.1258799272E+01   -0.8997102734E-02
  1.67111111    0.1295400082E+01   -0.9793336713E-02
  1.72648148    0.1332097442E+01   -0.1050589521E-01
  1.78185185    0.1368888780E+01   -0.1114270451E-01
  1.83722222    0.1405771204E+01   -0.1171097971E-01
  1.89259259    0.1442741619E+01   -0.1221726876E-01
  1.94796296    0.1479796805E+01   -0.1266750125E-01
  2.00333333    0.1516933489E+01   -0.1306703865E-01
  2.05870370    0.1554148394E+01   -0.1342072374E-01
  2.11407407    0.1591438274E+01   -0.1373292802E-01
  2.16944444    0.1628799944E+01   -0.1400759620E-01
  2.22481481    0.1666230304E+01   -0.1424828756E-01
  2.28018519    0.1703726344E+01   -0.1445821389E-01
  2.33555556    0.1741285165E+01   -0.1464027408E-01
  2.39092593    0.1778903977E+01   -0.1479708557E-01
  2.44629630    0.1816580103E+01   -0.1493101269E-01
  2.50166667    0.1854310985E+01   -0.1504419227E-01
  2.55703704    0.1892094177E+01   -0.1513855661E-01
  2.61240741    0.1929927349E+01   -0.1521585413E-01
  2.66777778    0.1967808281E+01   -0.1527766789E-01
  2.72314815    0.2005734858E+01   -0.1532543217E-01
  2.77851852    0.2043705071E+01   -0.1536044730E-01
  2.83388889    0.2081717009E+01   -0.1538389300E-01
  2.88925926    0.2119768858E+01   -0.1539684028E-01
  2.94462963    0.2157858893E+01   -0.1540026210E-01
